tree_type,policy_name,storage_type,config_name,cache_size,cache_page_limit,thread_count,timestamp,key_type,value_type,record_count,degree,operation,time_us,throughput_ops_sec,test_run_id,cache_hits,cache_misses,cache_evictions,cache_dirty_evictions,cache_hit_rate,perf_cache_misses,perf_cache_references,perf_cycles,perf_instructions,perf_branch_misses,perf_page_faults,perf_l1_dcache_misses,perf_l1_dcache_loads,perf_llc_misses,perf_llc_loads
BplusTreeSOA,CLOCK,VolatileStorage,device_aware_non_concurrent_relaxed,0.0200,99,1,2025-10-10 00:31:20,uint64_t,uint64_t,100000,24,ycsb_a,35562,2811969.69,5,0,0,0,0,0.00,1452607,6443167,1290310560,2217287124,8426525,46191,29942422,589505109,326249,3471080
BplusTreeSOA,CLOCK,VolatileStorage,device_aware_non_concurrent_relaxed,0.0200,99,1,2025-10-10 00:31:22,uint64_t,uint64_t,100000,24,ycsb_a,35819,2791747.68,6,0,0,0,0,0.00,1452607,6443167,1290310560,2217287124,8426525,46191,29942422,589505109,326249,3471080
BplusTreeSOA,CLOCK,VolatileStorage,device_aware_non_concurrent_relaxed,0.0200,99,1,2025-10-10 00:31:24,uint64_t,uint64_t,100000,24,ycsb_a,35763,2796164.66,7,0,0,0,0,0.00,1452607,6443167,1290310560,2217287124,8426525,46191,29942422,589505109,326249,3471080
BplusTreeSOA,CLOCK,VolatileStorage,device_aware_non_concurrent_relaxed,0.0200,99,1,2025-10-10 00:31:26,uint64_t,uint64_t,100000,24,ycsb_a,35810,2792465.60,8,0,0,0,0,0.00,1452607,6443167,1290310560,2217287124,8426525,46191,29942422,589505109,326249,3471080
BplusTreeSOA,CLOCK,VolatileStorage,device_aware_non_concurrent_relaxed,0.0200,99,1,2025-10-10 00:31:28,uint64_t,uint64_t,100000,24,ycsb_a,36308,2754179.43,9,0,0,0,0,0.00,1452607,6443167,1290310560,2217287124,8426525,46191,29942422,589505109,326249,3471080
BplusTreeSOA,CLOCK,VolatileStorage,device_aware_non_concurrent_relaxed,0.0200,99,1,2025-10-10 00:31:31,uint64_t,uint64_t,100000,24,ycsb_a,35697,2801351.78,10,0,0,0,0,0.00,1452607,6443167,1290310560,2217287124,8426525,46191,29942422,589505109,326249,3471080
BplusTreeSOA,A2Q,FileStorage,device_aware_non_concurrent_relaxed,0.1000,499,1,2025-10-10 01:17:07,uint64_t,uint64_t,100000,24,ycsb_b,20028,4992925.27,1,0,0,0,0,0.00,694211,3283555,842360232,1345970502,6192548,2950,13326737,370835174,315165,582107
BplusTreeSOA,A2Q,FileStorage,device_aware_non_concurrent_relaxed,0.1000,499,1,2025-10-10 01:17:09,uint64_t,uint64_t,100000,24,ycsb_b,19918,5020335.12,2,0,0,0,0,0.00,694211,3283555,842360232,1345970502,6192548,2950,13326737,370835174,315165,582107
BplusTreeSOA,A2Q,FileStorage,device_aware_non_concurrent_relaxed,0.1000,499,1,2025-10-10 01:17:11,uint64_t,uint64_t,100000,24,ycsb_b,20090,4977405.32,3,0,0,0,0,0.00,694211,3283555,842360232,1345970502,6192548,2950,13326737,370835174,315165,582107
BplusTreeSOA,A2Q,FileStorage,device_aware_non_concurrent_relaxed,0.1000,499,1,2025-10-10 01:17:13,uint64_t,uint64_t,100000,24,ycsb_b,20010,4997351.65,4,0,0,0,0,0.00,694211,3283555,842360232,1345970502,6192548,2950,13326737,370835174,315165,582107
BplusTreeSOA,A2Q,FileStorage,device_aware_non_concurrent_relaxed,0.1000,499,1,2025-10-10 01:17:15,uint64_t,uint64_t,100000,24,ycsb_b,20232,4942490.42,5,0,0,0,0,0.00,694211,3283555,842360232,1345970502,6192548,2950,13326737,370835174,315165,582107
BplusTreeSOA,A2Q,FileStorage,device_aware_non_concurrent_relaxed,0.1000,499,1,2025-10-10 01:17:17,uint64_t,uint64_t,100000,24,ycsb_b,19906,5023536.78,6,0,0,0,0,0.00,694211,3283555,842360232,1345970502,6192548,2950,13326737,370835174,315165,582107
BplusTreeSOA,A2Q,FileStorage,device_aware_non_concurrent_relaxed,0.1000,499,1,2025-10-10 01:17:19,uint64_t,uint64_t,100000,24,ycsb_b,19900,5025019.82,7,0,0,0,0,0.00,694211,3283555,842360232,1345970502,6192548,2950,13326737,370835174,315165,582107
BplusTreeSOA,A2Q,FileStorage,device_aware_non_concurrent_relaxed,0.1000,499,1,2025-10-10 01:17:21,uint64_t,uint64_t,100000,24,ycsb_b,19847,5038536.49,8,0,0,0,0,0.00,694211,3283555,842360232,1345970502,6192548,2950,13326737,370835174,315165,582107
BplusTreeSOA,A2Q,FileStorage,device_aware_non_concurrent_relaxed,0.1000,499,1,2025-10-10 01:17:23,uint64_t,uint64_t,100000,24,ycsb_b,19838,5040635.33,9,0,0,0,0,0.00,694211,3283555,842360232,1345970502,6192548,2950,13326737,370835174,315165,582107
BplusTreeSOA,A2Q,FileStorage,device_aware_non_concurrent_relaxed,0.1000,499,1,2025-10-10 01:17:26,uint64_t,uint64_t,100000,24,ycsb_b,19936,5015990.73,10,0,0,0,0,0.00,694211,3283555,842360232,1345970502,6192548,2950,13326737,370835174,315165,582107
BplusTreeSOA,A2Q,FileStorage,device_aware_non_concurrent_relaxed,0.2500,1249,1,2025-10-10 01:19:54,uint64_t,uint64_t,100000,24,ycsb_b,19886,5028514.19,1,0,0,0,0,0.00,613229,3879530,858788813,1378469160,6229171,3140,13404534,373935604,297542,734845
BplusTreeSOA,A2Q,FileStorage,device_aware_non_concurrent_relaxed,0.2500,1249,1,2025-10-10 01:19:56,uint64_t,uint64_t,100000,24,ycsb_b,19961,5009573.04,2,0,0,0,0,0.00,613229,3879530,858788813,1378469160,6229171,3140,13404534,373935604,297542,734845
BplusTreeSOA,A2Q,FileStorage,device_aware_non_concurrent_relaxed,0.2500,1249,1,2025-10-10 01:19:58,uint64_t,uint64_t,100000,24,ycsb_b,19937,5015576.37,3,0,0,0,0,0.00,613229,3879530,858788813,1378469160,6229171,3140,13404534,373935604,297542,734845
BplusTreeSOA,A2Q,FileStorage,device_aware_non_concurrent_relaxed,0.2500,1249,1,2025-10-10 01:20:00,uint64_t,uint64_t,100000,24,ycsb_b,19961,5009596.88,4,0,0,0,0,0.00,613229,3879530,858788813,1378469160,6229171,3140,13404534,373935604,297542,734845
BplusTreeSOA,A2Q,FileStorage,device_aware_non_concurrent_relaxed,0.2500,1249,1,2025-10-10 01:20:02,uint64_t,uint64_t,100000,24,ycsb_b,19867,5033415.08,5,0,0,0,0,0.00,613229,3879530,858788813,1378469160,6229171,3140,13404534,373935604,297542,734845
BplusTreeSOA,A2Q,FileStorage,device_aware_non_concurrent_relaxed,0.2500,1249,1,2025-10-10 01:20:04,uint64_t,uint64_t,100000,24,ycsb_b,19973,5006733.05,6,0,0,0,0,0.00,613229,3879530,858788813,1378469160,6229171,3140,13404534,373935604,297542,734845
BplusTreeSOA,A2Q,FileStorage,device_aware_non_concurrent_relaxed,0.2500,1249,1,2025-10-10 01:20:06,uint64_t,uint64_t,100000,24,ycsb_b,20192,4952434.59,7,0,0,0,0,0.00,613229,3879530,858788813,1378469160,6229171,3140,13404534,373935604,297542,734845
BplusTreeSOA,A2Q,FileStorage,device_aware_non_concurrent_relaxed,0.2500,1249,1,2025-10-10 01:20:08,uint64_t,uint64_t,100000,24,ycsb_b,19881,5029917.45,8,0,0,0,0,0.00,613229,3879530,858788813,1378469160,6229171,3140,13404534,373935604,297542,734845
BplusTreeSOA,A2Q,FileStorage,device_aware_non_concurrent_relaxed,0.2500,1249,1,2025-10-10 01:20:10,uint64_t,uint64_t,100000,24,ycsb_b,20029,4992591.49,9,0,0,0,0,0.00,613229,3879530,858788813,1378469160,6229171,3140,13404534,373935604,297542,734845
BplusTreeSOA,A2Q,FileStorage,device_aware_non_concurrent_relaxed,0.2500,1249,1,2025-10-10 01:20:12,uint64_t,uint64_t,100000,24,ycsb_b,20041,4989608.39,10,0,0,0,0,0.00,613229,3879530,858788813,1378469160,6229171,3140,13404534,373935604,297542,734845
BplusTreeSOA,A2Q,FileStorage,device_aware_non_concurrent_relaxed,0.0200,99,1,2025-10-10 01:14:14,uint64_t,uint64_t,100000,24,ycsb_b,74965,1333944.71,1,0,0,0,0,0.00,771636,5161267,2054634319,3591487296,8903915,2866,35207940,996290578,396717,3525654
BplusTreeSOA,A2Q,FileStorage,device_aware_non_concurrent_relaxed,0.0200,99,1,2025-10-10 01:14:17,uint64_t,uint64_t,100000,24,ycsb_b,75330,1327480.44,2,0,0,0,0,0.00,771636,5161267,2054634319,3591487296,8903915,2866,35207940,996290578,396717,3525654
BplusTreeSOA,A2Q,FileStorage,device_aware_non_concurrent_relaxed,0.0200,99,1,2025-10-10 01:14:19,uint64_t,uint64_t,100000,24,ycsb_b,75197,1329834.49,3,0,0,0,0,0.00,771636,5161267,2054634319,3591487296,8903915,2866,35207940,996290578,396717,3525654
BplusTreeSOA,A2Q,FileStorage,device_aware_non_concurrent_relaxed,0.0200,99,1,2025-10-10 01:14:21,uint64_t,uint64_t,100000,24,ycsb_b,74908,1334955.07,4,0,0,0,0,0.00,771636,5161267,2054634319,3591487296,8903915,2866,35207940,996290578,396717,3525654
BplusTreeSOA,A2Q,FileStorage,device_aware_non_concurrent_relaxed,0.0200,99,1,2025-10-10 01:14:23,uint64_t,uint64_t,100000,24,ycsb_b,74682,1339004.64,5,0,0,0,0,0.00,771636,5161267,2054634319,3591487296,8903915,2866,35207940,996290578,396717,3525654
BplusTreeSOA,A2Q,FileStorage,device_aware_non_concurrent_relaxed,0.0200,99,1,2025-10-10 01:14:25,uint64_t,uint64_t,100000,24,ycsb_b,74742,1337929.07,6,0,0,0,0,0.00,771636,5161267,2054634319,3591487296,8903915,2866,35207940,996290578,396717,3525654
BplusTreeSOA,A2Q,FileStorage,device_aware_non_concurrent_relaxed,0.0200,99,1,2025-10-10 01:14:27,uint64_t,uint64_t,100000,24,ycsb_b,74758,1337636.33,7,0,0,0,0,0.00,771636,5161267,2054634319,3591487296,8903915,2866,35207940,996290578,396717,3525654
BplusTreeSOA,A2Q,FileStorage,device_aware_non_concurrent_relaxed,0.0200,99,1,2025-10-10 01:14:29,uint64_t,uint64_t,100000,24,ycsb_b,74850,1336004.29,8,0,0,0,0,0.00,771636,5161267,2054634319,3591487296,8903915,2866,35207940,996290578,396717,3525654
BplusTreeSOA,A2Q,FileStorage,device_aware_non_concurrent_relaxed,0.0200,99,1,2025-10-10 01:14:31,uint64_t,uint64_t,100000,24,ycsb_b,74675,1339131.94,9,0,0,0,0,0.00,771636,5161267,2054634319,3591487296,8903915,2866,35207940,996290578,396717,3525654
BplusTreeSOA,A2Q,FileStorage,device_aware_non_concurrent_relaxed,0.0200,99,1,2025-10-10 01:14:33,uint64_t,uint64_t,100000,24,ycsb_b,75563,1323387.25,10,0,0,0,0,0.00,771636,5161267,2054634319,3591487296,8903915,2866,35207940,996290578,396717,3525654
BplusTreeSOA,A2Q,PMemStorage,device_aware_non_concurrent_relaxed,0.1000,499,1,2025-10-10 01:08:36,uint64_t,uint64_t,100000,24,ycsb_b,19550,5115023.32,1,0,0,0,0,0.00,187258,2727019,904055594,1423439989,7117697,46371,14059108,370271579,173998,590672
BplusTreeSOA,A2Q,PMemStorage,device_aware_non_concurrent_relaxed,0.1000,499,1,2025-10-10 01:08:38,uint64_t,uint64_t,100000,24,ycsb_b,19873,5031910.11,2,0,0,0,0,0.00,187258,2727019,904055594,1423439989,7117697,46371,14059108,370271579,173998,590672
BplusTreeSOA,A2Q,PMemStorage,device_aware_non_concurrent_relaxed,0.1000,499,1,2025-10-10 01:08:40,uint64_t,uint64_t,100000,24,ycsb_b,19579,5107493.07,3,0,0,0,0,0.00,187258,2727019,904055594,1423439989,7117697,46371,14059108,370271579,173998,590672
BplusTreeSOA,A2Q,PMemStorage,device_aware_non_concurrent_relaxed,0.1000,499,1,2025-10-10 01:08:42,uint64_t,uint64_t,100000,24,ycsb_b,19498,5128724.84,4,0,0,0,0,0.00,187258,2727019,904055594,1423439989,7117697,46371,14059108,370271579,173998,590672
BplusTreeSOA,A2Q,PMemStorage,device_aware_non_concurrent_relaxed,0.1000,499,1,2025-10-10 01:08:44,uint64_t,uint64_t,100000,24,ycsb_b,19473,5135315.30,5,0,0,0,0,0.00,187258,2727019,904055594,1423439989,7117697,46371,14059108,370271579,173998,590672
BplusTreeSOA,A2Q,PMemStorage,device_aware_non_concurrent_relaxed,0.1000,499,1,2025-10-10 01:08:46,uint64_t,uint64_t,100000,24,ycsb_b,19568,5110257.12,6,0,0,0,0,0.00,187258,2727019,904055594,1423439989,7117697,46371,14059108,370271579,173998,590672
BplusTreeSOA,A2Q,PMemStorage,device_aware_non_concurrent_relaxed,0.1000,499,1,2025-10-10 01:08:48,uint64_t,uint64_t,100000,24,ycsb_b,19459,5138866.30,7,0,0,0,0,0.00,187258,2727019,904055594,1423439989,7117697,46371,14059108,370271579,173998,590672
BplusTreeSOA,A2Q,PMemStorage,device_aware_non_concurrent_relaxed,0.1000,499,1,2025-10-10 01:08:51,uint64_t,uint64_t,100000,24,ycsb_b,19908,5023071.47,8,0,0,0,0,0.00,187258,2727019,904055594,1423439989,7117697,46371,14059108,370271579,173998,590672
BplusTreeSOA,A2Q,PMemStorage,device_aware_non_concurrent_relaxed,0.1000,499,1,2025-10-10 01:08:53,uint64_t,uint64_t,100000,24,ycsb_b,19532,5119619.13,9,0,0,0,0,0.00,187258,2727019,904055594,1423439989,7117697,46371,14059108,370271579,173998,590672
BplusTreeSOA,A2Q,PMemStorage,device_aware_non_concurrent_relaxed,0.1000,499,1,2025-10-10 01:08:55,uint64_t,uint64_t,100000,24,ycsb_b,19454,5140078.45,10,0,0,0,0,0.00,187258,2727019,904055594,1423439989,7117697,46371,14059108,370271579,173998,590672
BplusTreeSOA,A2Q,PMemStorage,device_aware_non_concurrent_relaxed,0.2500,1249,1,2025-10-10 01:11:28,uint64_t,uint64_t,100000,24,ycsb_b,19658,5086877.51,1,0,0,0,0,0.00,601641,3918059,881164888,1426727154,6442197,46559,12837330,375783909,261047,752903
BplusTreeSOA,A2Q,PMemStorage,device_aware_non_concurrent_relaxed,0.2500,1249,1,2025-10-10 01:11:30,uint64_t,uint64_t,100000,24,ycsb_b,19626,5095246.46,2,0,0,0,0,0.00,601641,3918059,881164888,1426727154,6442197,46559,12837330,375783909,261047,752903
BplusTreeSOA,A2Q,PMemStorage,device_aware_non_concurrent_relaxed,0.2500,1249,1,2025-10-10 01:11:32,uint64_t,uint64_t,100000,24,ycsb_b,19501,5127846.18,3,0,0,0,0,0.00,601641,3918059,881164888,1426727154,6442197,46559,12837330,375783909,261047,752903
BplusTreeSOA,A2Q,PMemStorage,device_aware_non_concurrent_relaxed,0.2500,1249,1,2025-10-10 01:11:34,uint64_t,uint64_t,100000,24,ycsb_b,19861,5034776.21,4,0,0,0,0,0.00,601641,3918059,881164888,1426727154,6442197,46559,12837330,375783909,261047,752903
BplusTreeSOA,A2Q,PMemStorage,device_aware_non_concurrent_relaxed,0.2500,1249,1,2025-10-10 01:11:36,uint64_t,uint64_t,100000,24,ycsb_b,19966,5008350.92,5,0,0,0,0,0.00,601641,3918059,881164888,1426727154,6442197,46559,12837330,375783909,261047,752903
BplusTreeSOA,A2Q,PMemStorage,device_aware_non_concurrent_relaxed,0.2500,1249,1,2025-10-10 01:11:38,uint64_t,uint64_t,100000,24,ycsb_b,19509,5125735.05,6,0,0,0,0,0.00,601641,3918059,881164888,1426727154,6442197,46559,12837330,375783909,261047,752903
BplusTreeSOA,A2Q,PMemStorage,device_aware_non_concurrent_relaxed,0.2500,1249,1,2025-10-10 01:11:40,uint64_t,uint64_t,100000,24,ycsb_b,20214,4946926.16,7,0,0,0,0,0.00,601641,3918059,881164888,1426727154,6442197,46559,12837330,375783909,261047,752903
BplusTreeSOA,A2Q,PMemStorage,device_aware_non_concurrent_relaxed,0.2500,1249,1,2025-10-10 01:11:42,uint64_t,uint64_t,100000,24,ycsb_b,19554,5113902.20,8,0,0,0,0,0.00,601641,3918059,881164888,1426727154,6442197,46559,12837330,375783909,261047,752903
BplusTreeSOA,A2Q,PMemStorage,device_aware_non_concurrent_relaxed,0.2500,1249,1,2025-10-10 01:11:44,uint64_t,uint64_t,100000,24,ycsb_b,19575,5108419.56,9,0,0,0,0,0.00,601641,3918059,881164888,1426727154,6442197,46559,12837330,375783909,261047,752903
BplusTreeSOA,A2Q,PMemStorage,device_aware_non_concurrent_relaxed,0.2500,1249,1,2025-10-10 01:11:46,uint64_t,uint64_t,100000,24,ycsb_b,19888,5028058.58,10,0,0,0,0,0.00,601641,3918059,881164888,1426727154,6442197,46559,12837330,375783909,261047,752903
BplusTreeSOA,A2Q,PMemStorage,device_aware_non_concurrent_relaxed,0.0200,99,1,2025-10-10 01:05:46,uint64_t,uint64_t,100000,24,ycsb_b,32803,3048426.02,1,0,0,0,0,0.00,896524,5206238,1171566998,2220692668,7603046,46283,26484950,626865711,284450,3373176
BplusTreeSOA,A2Q,PMemStorage,device_aware_non_concurrent_relaxed,0.0200,99,1,2025-10-10 01:05:48,uint64_t,uint64_t,100000,24,ycsb_b,32914,3038139.68,2,0,0,0,0,0.00,896524,5206238,1171566998,2220692668,7603046,46283,26484950,626865711,284450,3373176
BplusTreeSOA,A2Q,PMemStorage,device_aware_non_concurrent_relaxed,0.0200,99,1,2025-10-10 01:05:50,uint64_t,uint64_t,100000,24,ycsb_b,32859,3043248.46,3,0,0,0,0,0.00,896524,5206238,1171566998,2220692668,7603046,46283,26484950,626865711,284450,3373176
BplusTreeSOA,A2Q,PMemStorage,device_aware_non_concurrent_relaxed,0.0200,99,1,2025-10-10 01:05:52,uint64_t,uint64_t,100000,24,ycsb_b,32841,3044898.52,4,0,0,0,0,0.00,896524,5206238,1171566998,2220692668,7603046,46283,26484950,626865711,284450,3373176
BplusTreeSOA,A2Q,PMemStorage,device_aware_non_concurrent_relaxed,0.0200,99,1,2025-10-10 01:05:54,uint64_t,uint64_t,100000,24,ycsb_b,32800,3048743.22,5,0,0,0,0,0.00,896524,5206238,1171566998,2220692668,7603046,46283,26484950,626865711,284450,3373176
BplusTreeSOA,A2Q,PMemStorage,device_aware_non_concurrent_relaxed,0.0200,99,1,2025-10-10 01:05:56,uint64_t,uint64_t,100000,24,ycsb_b,33183,3013512.47,6,0,0,0,0,0.00,896524,5206238,1171566998,2220692668,7603046,46283,26484950,626865711,284450,3373176
BplusTreeSOA,A2Q,PMemStorage,device_aware_non_concurrent_relaxed,0.0200,99,1,2025-10-10 01:05:58,uint64_t,uint64_t,100000,24,ycsb_b,32766,3051932.35,7,0,0,0,0,0.00,896524,5206238,1171566998,2220692668,7603046,46283,26484950,626865711,284450,3373176
BplusTreeSOA,A2Q,PMemStorage,device_aware_non_concurrent_relaxed,0.0200,99,1,2025-10-10 01:06:00,uint64_t,uint64_t,100000,24,ycsb_b,32618,3065759.84,8,0,0,0,0,0.00,896524,5206238,1171566998,2220692668,7603046,46283,26484950,626865711,284450,3373176
BplusTreeSOA,A2Q,PMemStorage,device_aware_non_concurrent_relaxed,0.0200,99,1,2025-10-10 01:06:02,uint64_t,uint64_t,100000,24,ycsb_b,32724,3055790.27,9,0,0,0,0,0.00,896524,5206238,1171566998,2220692668,7603046,46283,26484950,626865711,284450,3373176
BplusTreeSOA,A2Q,PMemStorage,device_aware_non_concurrent_relaxed,0.0200,99,1,2025-10-10 01:06:04,uint64_t,uint64_t,100000,24,ycsb_b,33086,3022387.85,10,0,0,0,0,0.00,896524,5206238,1171566998,2220692668,7603046,46283,26484950,626865711,284450,3373176
BplusTreeSOA,LRU,VolatileStorage,device_aware_non_concurrent_lru_metadata_update_in_order,0.1000,499,1,2025-10-10 01:00:01,uint64_t,uint64_t,100000,24,ycsb_b,23358,4281089.49,1,0,0,0,0,0.00,1030278,3506326,1027227801,1661274562,6532080,46371,18731153,430751188,352316,662525
BplusTreeSOA,LRU,VolatileStorage,device_aware_non_concurrent_lru_metadata_update_in_order,0.1000,499,1,2025-10-10 01:00:03,uint64_t,uint64_t,100000,24,ycsb_b,22665,4411898.36,2,0,0,0,0,0.00,1030278,3506326,1027227801,1661274562,6532080,46371,18731153,430751188,352316,662525
BplusTreeSOA,LRU,VolatileStorage,device_aware_non_concurrent_lru_metadata_update_in_order,0.1000,499,1,2025-10-10 01:00:05,uint64_t,uint64_t,100000,24,ycsb_b,22885,4369573.45,3,0,0,0,0,0.00,1030278,3506326,1027227801,1661274562,6532080,46371,18731153,430751188,352316,662525
BplusTreeSOA,LRU,VolatileStorage,device_aware_non_concurrent_lru_metadata_update_in_order,0.1000,499,1,2025-10-10 01:00:07,uint64_t,uint64_t,100000,24,ycsb_b,22994,4348842.20,4,0,0,0,0,0.00,1030278,3506326,1027227801,1661274562,6532080,46371,18731153,430751188,352316,662525
BplusTreeSOA,LRU,VolatileStorage,device_aware_non_concurrent_lru_metadata_update_in_order,0.1000,499,1,2025-10-10 01:00:09,uint64_t,uint64_t,100000,24,ycsb_b,22727,4399977.30,5,0,0,0,0,0.00,1030278,3506326,1027227801,1661274562,6532080,46371,18731153,430751188,352316,662525
BplusTreeSOA,LRU,VolatileStorage,device_aware_non_concurrent_lru_metadata_update_in_order,0.1000,499,1,2025-10-10 01:00:11,uint64_t,uint64_t,100000,24,ycsb_b,22631,4418634.71,6,0,0,0,0,0.00,1030278,3506326,1027227801,1661274562,6532080,46371,18731153,430751188,352316,662525
BplusTreeSOA,LRU,VolatileStorage,device_aware_non_concurrent_lru_metadata_update_in_order,0.1000,499,1,2025-10-10 01:00:13,uint64_t,uint64_t,100000,24,ycsb_b,22801,4385753.90,7,0,0,0,0,0.00,1030278,3506326,1027227801,1661274562,6532080,46371,18731153,430751188,352316,662525
BplusTreeSOA,LRU,VolatileStorage,device_aware_non_concurrent_lru_metadata_update_in_order,0.1000,499,1,2025-10-10 01:00:15,uint64_t,uint64_t,100000,24,ycsb_b,22527,4439006.56,8,0,0,0,0,0.00,1030278,3506326,1027227801,1661274562,6532080,46371,18731153,430751188,352316,662525
BplusTreeSOA,LRU,VolatileStorage,device_aware_non_concurrent_lru_metadata_update_in_order,0.1000,499,1,2025-10-10 01:00:17,uint64_t,uint64_t,100000,24,ycsb_b,22646,4415639.95,9,0,0,0,0,0.00,1030278,3506326,1027227801,1661274562,6532080,46371,18731153,430751188,352316,662525
BplusTreeSOA,LRU,VolatileStorage,device_aware_non_concurrent_lru_metadata_update_in_order,0.1000,499,1,2025-10-10 01:00:19,uint64_t,uint64_t,100000,24,ycsb_b,22573,4429975.75,10,0,0,0,0,0.00,1030278,3506326,1027227801,1661274562,6532080,46371,18731153,430751188,352316,662525
BplusTreeSOA,LRU,VolatileStorage,device_aware_non_concurrent_lru_metadata_update_in_order,0.2500,1249,1,2025-10-10 01:02:55,uint64_t,uint64_t,100000,24,ycsb_b,22890,4368632.94,1,0,0,0,0,0.00,693707,4320308,1024192363,1703779455,6450918,46560,19183273,432748881,290104,846105
BplusTreeSOA,LRU,VolatileStorage,device_aware_non_concurrent_lru_metadata_update_in_order,0.2500,1249,1,2025-10-10 01:02:57,uint64_t,uint64_t,100000,24,ycsb_b,22794,4386972.76,2,0,0,0,0,0.00,693707,4320308,1024192363,1703779455,6450918,46560,19183273,432748881,290104,846105
BplusTreeSOA,LRU,VolatileStorage,device_aware_non_concurrent_lru_metadata_update_in_order,0.2500,1249,1,2025-10-10 01:02:59,uint64_t,uint64_t,100000,24,ycsb_b,22799,4386006.66,3,0,0,0,0,0.00,693707,4320308,1024192363,1703779455,6450918,46560,19183273,432748881,290104,846105
BplusTreeSOA,LRU,VolatileStorage,device_aware_non_concurrent_lru_metadata_update_in_order,0.2500,1249,1,2025-10-10 01:03:01,uint64_t,uint64_t,100000,24,ycsb_b,22821,4381905.31,4,0,0,0,0,0.00,693707,4320308,1024192363,1703779455,6450918,46560,19183273,432748881,290104,846105
BplusTreeSOA,LRU,VolatileStorage,device_aware_non_concurrent_lru_metadata_update_in_order,0.2500,1249,1,2025-10-10 01:03:03,uint64_t,uint64_t,100000,24,ycsb_b,22787,4388402.40,5,0,0,0,0,0.00,693707,4320308,1024192363,1703779455,6450918,46560,19183273,432748881,290104,846105
BplusTreeSOA,LRU,VolatileStorage,device_aware_non_concurrent_lru_metadata_update_in_order,0.2500,1249,1,2025-10-10 01:03:05,uint64_t,uint64_t,100000,24,ycsb_b,23021,4343801.84,6,0,0,0,0,0.00,693707,4320308,1024192363,1703779455,6450918,46560,19183273,432748881,290104,846105
BplusTreeSOA,LRU,VolatileStorage,device_aware_non_concurrent_lru_metadata_update_in_order,0.2500,1249,1,2025-10-10 01:03:07,uint64_t,uint64_t,100000,24,ycsb_b,23044,4339352.09,7,0,0,0,0,0.00,693707,4320308,1024192363,1703779455,6450918,46560,19183273,432748881,290104,846105
BplusTreeSOA,LRU,VolatileStorage,device_aware_non_concurrent_lru_metadata_update_in_order,0.2500,1249,1,2025-10-10 01:03:09,uint64_t,uint64_t,100000,24,ycsb_b,23139,4321571.04,8,0,0,0,0,0.00,693707,4320308,1024192363,1703779455,6450918,46560,19183273,432748881,290104,846105
BplusTreeSOA,LRU,VolatileStorage,device_aware_non_concurrent_lru_metadata_update_in_order,0.2500,1249,1,2025-10-10 01:03:11,uint64_t,uint64_t,100000,24,ycsb_b,22746,4396360.18,9,0,0,0,0,0.00,693707,4320308,1024192363,1703779455,6450918,46560,19183273,432748881,290104,846105
BplusTreeSOA,LRU,VolatileStorage,device_aware_non_concurrent_lru_metadata_update_in_order,0.2500,1249,1,2025-10-10 01:03:13,uint64_t,uint64_t,100000,24,ycsb_b,22882,4370226.54,10,0,0,0,0,0.00,693707,4320308,1024192363,1703779455,6450918,46560,19183273,432748881,290104,846105
BplusTreeSOA,LRU,VolatileStorage,device_aware_non_concurrent_lru_metadata_update_in_order,0.0200,99,1,2025-10-10 00:57:12,uint64_t,uint64_t,100000,24,ycsb_b,35046,2853370.21,1,0,0,0,0,0.00,1424106,6364455,1270615523,2352305488,8207109,46281,31437725,622102976,364996,3484600
BplusTreeSOA,LRU,VolatileStorage,device_aware_non_concurrent_lru_metadata_update_in_order,0.0200,99,1,2025-10-10 00:57:14,uint64_t,uint64_t,100000,24,ycsb_b,34793,2874092.03,2,0,0,0,0,0.00,1424106,6364455,1270615523,2352305488,8207109,46281,31437725,622102976,364996,3484600
BplusTreeSOA,LRU,VolatileStorage,device_aware_non_concurrent_lru_metadata_update_in_order,0.0200,99,1,2025-10-10 00:57:16,uint64_t,uint64_t,100000,24,ycsb_b,34906,2864779.29,3,0,0,0,0,0.00,1424106,6364455,1270615523,2352305488,8207109,46281,31437725,622102976,364996,3484600
BplusTreeSOA,LRU,VolatileStorage,device_aware_non_concurrent_lru_metadata_update_in_order,0.0200,99,1,2025-10-10 00:57:18,uint64_t,uint64_t,100000,24,ycsb_b,35121,2847251.02,4,0,0,0,0,0.00,1424106,6364455,1270615523,2352305488,8207109,46281,31437725,622102976,364996,3484600
BplusTreeSOA,LRU,VolatileStorage,device_aware_non_concurrent_lru_metadata_update_in_order,0.0200,99,1,2025-10-10 00:57:20,uint64_t,uint64_t,100000,24,ycsb_b,35002,2856972.17,5,0,0,0,0,0.00,1424106,6364455,1270615523,2352305488,8207109,46281,31437725,622102976,364996,3484600
BplusTreeSOA,LRU,VolatileStorage,device_aware_non_concurrent_lru_metadata_update_in_order,0.0200,99,1,2025-10-10 00:57:22,uint64_t,uint64_t,100000,24,ycsb_b,35272,2835034.05,6,0,0,0,0,0.00,1424106,6364455,1270615523,2352305488,8207109,46281,31437725,622102976,364996,3484600
